Input.target1,target_img_id,alternative_id_y,target_alt_id,qid
B00CH50182.jpg,1023,"861,1428,2289,2056","u1023,861,1428,2289,2056-t0",u1023-t0
B00CHH5C2K.jpg,1177,"1244,157","u1177,1244,157-t0",u1177-t0
B00CHICR3G.jpg,407,"557,2175,614","u407,557,2175,614-t0",u407-t0
B00CHS82BC.jpg,602,1440,"u602,1440-t0",u602-t0
B00CII3SOM.jpg,1258,"516,2194,1465","u1258,516,2194,1465-t0",u1258-t0
B00CJGAPIU.jpg,1261,"992,1697","u1261,992,1697-t0",u1261-t0
B00CL0VWTA.jpg,785,1775,"u785,1775-t0",u785-t0
B00CN46SMU.jpg,855,"1217,1687","u855,1217,1687-t0",u855-t0
B00CQ9U2UQ.jpg,1985,1316,"u1985,1316-t0",u1985-t0
B00CSQ15KS.jpg,1187,104,"u1187,104-t0",u1187-t0
B00CTTJCUY.jpg,1269,1269,"u1269,1269-t0",u1269-t0
B00CW94CSS.jpg,432,"590,285","u432,590,285-t0",u432-t0
B00CWSNY24.jpg,461,1517,"u461,1517-t0",u461-t0
B00CXAP5HS.jpg,1034,2300,"u1034,2300-t0",u1034-t0
B00CY2BD1M.jpg,1370,27,"u1370,27-t0",u1370-t0
B00DSSHIX8.jpg,1779,"2373,590","u1779,2373,590-t0",u1779-t0
B00DWFEPEC.jpg,2216,"1275,661,1730","u2216,1275,661,1730-t0",u2216-t0
B00DWPDCGY.jpg,2175,1568,"u2175,1568-t0",u2175-t0
B00E1Q8HMM.jpg,1053,"1638,2223","u1053,1638,2223-t0",u1053-t0
B00EBZUV0Y.jpg,792,"1888,1132,1711,2076,614","u792,1888,1132,1711,2076,614-t0",u792-t0
B00EEERGP0.jpg,509,412,"u509,412-t0",u509-t0
B00EZW2J8A.jpg,1523,"516,1888,285,1465,2311","u1523,516,1888,285,1465,2311-t0",u1523-t0
B00F20KR4M.jpg,610,516,"u610,516-t0",u610-t0
B00F4MY4OW.jpg,100,"516,1346,262","u100,516,1346,262-t0",u100-t0
B00FP87XX4.jpg,1117,"2289,454,590","u1117,2289,454,590-t0",u1117-t0
B0009VT6MI.jpg,1405,"2050,557","u1405,2050,557-t0",u1405-t0
B0016CHUWW.jpg,1593,1539,"u1593,1539-t0",u1593-t0
B0018PWU7C.jpg,2001,649,"u2001,649-t0",u2001-t0
B001EA86KQ.jpg,179,"2179,2346,200,1669,285","u179,2179,2346,200,1669,285-t0",u179-t0
B001VZ6H5U.jpg,636,"1539,495,590","u636,1539,495,590-t0",u636-t0
B002JZIO02.jpg,422,"1888,2194,307,454,1970","u422,1888,2194,307,454,1970-t0",u422-t0
B00387EZGM.jpg,700,698,"u700,698-t0",u700-t0
B0043M5PCY.jpg,170,"770,1669,1992","u170,770,1669,1992-t0",u170-t0
B004AVK514.jpg,1193,"1850,1060,1738,439","u1193,1850,1060,1738,439-t0",u1193-t0
B004MDL5IC.jpg,1387,1456,"u1387,1456-t0",u1387-t0
B004S35CWG.jpg,1430,"1162,1917","u1430,1162,1917-t0",u1430-t0
B004T90LFM.jpg,2000,"285,1714,1888","u2000,285,1714,1888-t0",u2000-t0
B004VQBVOI.jpg,1737,590,"u1737,590-t0",u1737-t0
B0054N0S6E.jpg,1989,"654,1987,1730","u1989,654,1987,1730-t0",u1989-t0
B005FOPRRW.jpg,643,314,"u643,314-t0",u643-t0
B005QN26TE.jpg,1413,516,"u1413,516-t0",u1413-t0
B005VU87VI.jpg,479,"931,557,446","u479,931,557,446-t0",u479-t0
B005YUC6B2.jpg,353,1873,"u353,1873-t0",u353-t0
B006ZO6A0O.jpg,1393,1351,"u1393,1351-t0",u1393-t0
B0071MSFCU.jpg,1752,"1888,63,2179","u1752,1888,63,2179-t0",u1752-t0
B00740T5PK.jpg,1846,"1286,285,285","u1846,1286,285,285-t0",u1846-t0
B007423G7Q.jpg,1176,"2286,1687,1217","u1176,2286,1687,1217-t0",u1176-t0
B0075BEF4O.jpg,1533,"1539,1724","u1533,1539,1724-t0",u1533-t0
B007XD6SPI.jpg,2344,"285,1951","u2344,285,1951-t0",u2344-t0
B0080646GU.jpg,834,1539,"u834,1539-t0",u834-t0
B008OVNLDU.jpg,480,"104,1888,893,1669,1275,1730","u480,104,1888,893,1669,1275,1730-t0",u480-t0
B008ZYZ3EG.jpg,2338,"1687,1943,1450,2179,813,63,516","u2338,1687,1943,1450,2179,813,63,516-t0",u2338-t0
B0091GQUE4.jpg,178,"2333,1466","u178,2333,1466-t0",u178-t0
B009AG55Q4.jpg,44,322,"u44,322-t0",u44-t0
B009B8RMZI.jpg,1511,"1669,557,93","u1511,1669,557,93-t0",u1511-t0
B009JY687M.jpg,2372,"1539,516,1517","u2372,1539,516,1517-t0",u2372-t0
B009LGQ9EA.jpg,575,"285,454,614,285","u575,285,454,614,285-t0",u575-t0
B009OB2OJ6.jpg,1112,1596,"u1112,1596-t0",u1112-t0
B00A7Z5MKQ.jpg,1044,"609,1183","u1044,609,1183-t0",u1044-t0
B00APER4ZK.jpg,173,"1367,1972","u173,1367,1972-t0",u173-t0
B00AW7ZRM2.jpg,1681,"1724,2108","u1681,1724,2108-t0",u1681-t0
B00AYXA3U0.jpg,2080,"246,1539,614,442,1195,614","u2080,246,1539,614,442,1195,614-t0",u2080-t0
B00B3VB34W.jpg,1163,"834,590","u1163,834,590-t0",u1163-t0
B00B95R792.jpg,605,"1539,2179,1217","u605,1539,2179,1217-t0",u605-t0
B00BDGMRGA.jpg,2252,"1119,104,1217,590,2158,63,614,1230,1390,890,1539,1774,285,1687","u2252,1119,104,1217,590,2158,63,614,1230,1390,890,1539,1774,285,1687-t0",u2252-t0
B00BHPLQSC.jpg,1878,"2179,1697,398","u1878,2179,1697,398-t0",u1878-t0
B00BJSECVA.jpg,1865,"557,1465,1452,285,1329,1217,1951","u1865,557,1465,1452,285,1329,1217,1951-t0",u1865-t0
B00BPIUJCA.jpg,1506,2158,"u1506,2158-t0",u1506-t0
B00BTT3R0Q.jpg,1627,"500,246,992","u1627,500,246,992-t0",u1627-t0
B00CEO4ETI.jpg,2382,590,"u2382,590-t0",u2382-t0
B00COYGYPU.jpg,464,"2431,614,2147,614","u464,2431,614,2147,614-t0",u464-t0
B00CTKTIQ6.jpg,1333,"1724,709,1343","u1333,1724,709,1343-t0",u1333-t0
B00ETGEI1I.jpg,1356,571,"u1356,571-t0",u1356-t0
