Input.target1,Input.top1,Input.top2,Input.top3,Input.top4,Input.top5,Input.top6,Input.top7,Input.top8,Input.top9,Input.top10,Input.top11,Input.top12,Input.top13,Input.top14,HITId,top1,top2,top3,top4,top5,top6,top7,top8,top9,top10,top11,top12,top13,top14
img_womens_boots_1477.jpg,img_womens_boots_1362.jpg,img_womens_boots_269.jpg,img_womens_rain_boots_701.jpg,img_womens_high_heels_1471.jpg,img_womens_pumps_545.jpg,img_womens_high_heels_1032.jpg,img_womens_pumps_676.jpg,img_womens_rain_boots_640.jpg,img_womens_boots_484.jpg,img_womens_boots_560.jpg,img_womens_pumps_301.jpg,img_womens_flats_318.jpg,img_womens_wedding_shoes_652.jpg,img_womens_high_heels_114.jpg,37M4O367WY2B7XZ3JPTKTMUFXT35M9,True,True,False,False,False,False,False,False,False,False,False,False,False,False
img_womens_stiletto_1092.jpg,img_womens_stiletto_1053.jpg,img_womens_high_heels_790.jpg,img_womens_high_heels_662.jpg,img_womens_high_heels_1471.jpg,img_womens_flats_835.jpg,img_womens_pumps_545.jpg,img_womens_boots_1588.jpg,img_womens_pumps_1216.jpg,img_womens_high_heels_978.jpg,img_womens_pumps_924.jpg,img_womens_stiletto_1471.jpg,img_womens_sneakers_1127.jpg,img_womens_high_heels_1032.jpg,img_womens_high_heels_925.jpg,3HRWUH63R9MHPFK3VQ8K61JF2JD5N9,False,False,False,False,False,False,True,False,False,False,False,False,False,False
img_womens_high_heels_106.jpg,img_womens_flats_107.jpg,img_womens_flats_35.jpg,img_womens_flats_934.jpg,img_womens_high_heels_1471.jpg,img_womens_pumps_545.jpg,img_womens_high_heels_1032.jpg,img_womens_boots_1588.jpg,img_womens_flats_181.jpg,img_womens_flats_1057.jpg,img_womens_flats_913.jpg,img_womens_flats_835.jpg,img_womens_wedding_shoes_20.jpg,img_womens_flats_679.jpg,img_womens_pumps_301.jpg,3D4BBDG70WGVKW08SHBDBTRJPJ83CZ,False,False,False,True,False,False,False,False,False,True,False,False,False,False
img_womens_clogs_207.jpg,img_womens_flats_918.jpg,img_womens_clogs_110.jpg,img_womens_clogs_2.jpg,img_womens_high_heels_1471.jpg,img_womens_pumps_545.jpg,img_womens_high_heels_1032.jpg,img_womens_boots_1588.jpg,img_womens_high_heels_127.jpg,img_womens_flats_1008.jpg,img_womens_clogs_170.jpg,img_womens_flats_835.jpg,img_womens_wedding_shoes_20.jpg,img_womens_pumps_301.jpg,img_womens_flats_679.jpg,3IHWR4LC8SX8YWSEW82VDDXPIAK8IY,False,False,False,False,False,False,False,False,False,False,False,False,False,True
img_womens_flats_586.jpg,img_womens_high_heels_160.jpg,img_womens_flats_1008.jpg,img_womens_clogs_859.jpg,img_womens_high_heels_1471.jpg,img_womens_pumps_545.jpg,img_womens_high_heels_1032.jpg,img_womens_high_heels_1032.jpg,img_womens_boots_1588.jpg,img_womens_flats_526.jpg,img_womens_pumps_402.jpg,img_womens_high_heels_148.jpg,img_womens_sneakers_1127.jpg,img_womens_stiletto_1471.jpg,img_womens_flats_835.jpg,3BO3NEOQNF1MHKLTT6M9943K8YKAI4,False,True,True,False,False,False,False,False,False,False,False,False,False,False
img_womens_flats_1361.jpg,img_womens_flats_997.jpg,img_womens_flats_1315.jpg,img_womens_flats_281.jpg,img_womens_high_heels_925.jpg,img_womens_pumps_637.jpg,img_womens_stiletto_918.jpg,img_womens_high_heels_650.jpg,img_womens_flats_1261.jpg,img_womens_flats_1129.jpg,img_womens_flats_262.jpg,img_womens_flats_835.jpg,img_womens_wedding_shoes_20.jpg,img_womens_high_heels_1032.jpg,img_womens_flats_679.jpg,3IV1AEQ4E6X4T7CKEQNVPECPVP98JA,False,True,False,False,False,False,False,True,True,False,False,False,False,False
img_womens_high_heels_594.jpg,img_womens_high_heels_420.jpg,img_womens_high_heels_420.jpg,img_womens_high_heels_276.jpg,img_womens_high_heels_306.jpg,img_womens_high_heels_925.jpg,img_womens_pumps_637.jpg,img_womens_pumps_545.jpg,img_womens_flats_306.jpg,img_womens_high_heels_828.jpg,img_womens_flats_1029.jpg,img_womens_flats_835.jpg,img_womens_wedding_shoes_20.jpg,img_womens_flats_679.jpg,img_womens_pumps_301.jpg,3D42WVSDINF33BH684U49T8ZVXVFYS,True,True,False,False,False,False,False,False,False,False,False,False,False,False
img_womens_clogs_775.jpg,img_womens_clogs_1081.jpg,img_womens_clogs_775.jpg,img_womens_clogs_775.jpg,img_womens_sneakers_1036.jpg,img_womens_high_heels_1471.jpg,img_womens_pumps_545.jpg,img_womens_high_heels_1032.jpg,img_womens_boots_1588.jpg,img_womens_clogs_159.jpg,img_womens_clogs_441.jpg,img_womens_flats_835.jpg,img_womens_pumps_301.jpg,img_womens_wedding_shoes_20.jpg,img_womens_flats_679.jpg,3MJ28H2Y2TSZ70KFW58XLQJKSTI5OO,True,True,True,True,False,False,False,False,True,True,False,False,False,False
img_womens_clogs_508.jpg,img_womens_clogs_442.jpg,img_womens_athletic_shoes_790.jpg,img_womens_clogs_1191.jpg,img_womens_high_heels_1471.jpg,img_womens_pumps_545.jpg,img_womens_high_heels_1032.jpg,img_womens_pumps_676.jpg,img_womens_clogs_1168.jpg,img_womens_flats_1182.jpg,img_womens_boots_303.jpg,img_womens_pumps_301.jpg,img_womens_flats_318.jpg,img_womens_flats_835.jpg,img_womens_wedding_shoes_652.jpg,3VDVA3ILJSZCR52Y7ZTDDRX1PRM1GF,False,False,False,False,False,False,True,False,False,False,False,False,False,False
img_womens_sneakers_332.jpg,img_womens_athletic_shoes_445.jpg,img_womens_athletic_shoes_141.jpg,img_womens_athletic_shoes_1377.jpg,img_womens_high_heels_1471.jpg,img_womens_flats_835.jpg,img_womens_pumps_545.jpg,img_womens_boots_1588.jpg,img_womens_rain_boots_400.jpg,img_womens_sneakers_76.jpg,img_womens_athletic_shoes_106.jpg,img_womens_pumps_301.jpg,img_womens_flats_318.jpg,img_womens_boots_928.jpg,img_womens_boots_1528.jpg,3W0KKJIAS6TZ4RI2WBN7QTC2AE98K9,True,True,True,False,False,False,False,True,True,True,False,False,False,False
img_womens_athletic_shoes_1499.jpg,img_womens_athletic_shoes_21.jpg,img_womens_athletic_shoes_708.jpg,img_womens_athletic_shoes_751.jpg,img_womens_high_heels_1471.jpg,img_womens_high_heels_925.jpg,img_womens_pumps_637.jpg,img_womens_pumps_545.jpg,img_womens_athletic_shoes_506.jpg,img_womens_sneakers_478.jpg,img_womens_clogs_1567.jpg,img_womens_pumps_301.jpg,img_womens_flats_318.jpg,img_womens_boots_928.jpg,img_womens_boots_1528.jpg,31JUPBOOS2OAOX0KHBZ85TPHZEE8LC,True,True,False,False,False,False,False,True,True,False,False,False,False,False
img_womens_flats_679.jpg,img_womens_sneakers_517.jpg,img_womens_athletic_shoes_1452.jpg,img_womens_stiletto_1547.jpg,img_womens_high_heels_1471.jpg,img_womens_flats_835.jpg,img_womens_flats_835.jpg,img_womens_pumps_545.jpg,img_womens_boots_1588.jpg,img_womens_clogs_1023.jpg,img_womens_flats_985.jpg,img_womens_flats_507.jpg,img_womens_wedding_shoes_20.jpg,img_womens_pumps_301.jpg,img_womens_flats_679.jpg,3AQN9REUUU065R3AHYZELT5EJKEYDZ,False,False,False,False,False,False,False,False,False,False,False,False,False,True
img_womens_stiletto_539.jpg,img_womens_stiletto_560.jpg,img_womens_stiletto_152.jpg,img_womens_stiletto_178.jpg,img_womens_high_heels_1471.jpg,img_womens_pumps_545.jpg,img_womens_high_heels_1032.jpg,img_womens_pumps_676.jpg,img_womens_stiletto_1416.jpg,img_womens_high_heels_202.jpg,img_womens_stiletto_555.jpg,img_womens_pumps_301.jpg,img_womens_flats_318.jpg,img_womens_flats_835.jpg,img_womens_high_heels_197.jpg,3PN6H8C9SJA599571SLYI7N7GTCDA5,False,False,False,False,False,False,False,False,False,False,False,False,False,False
img_womens_stiletto_1317.jpg,img_womens_high_heels_1637.jpg,img_womens_stiletto_1425.jpg,img_womens_high_heels_956.jpg,img_womens_high_heels_956.jpg,img_womens_high_heels_1471.jpg,img_womens_pumps_545.jpg,img_womens_high_heels_1032.jpg,img_womens_pumps_676.jpg,img_womens_pumps_835.jpg,img_womens_pumps_880.jpg,img_womens_pumps_301.jpg,img_womens_boots_928.jpg,img_womens_boots_1528.jpg,img_womens_flats_318.jpg,3KTZHH2OOXZUUFI5HN0N5646ZJ48ME,True,False,False,False,False,False,False,False,False,False,False,False,False,False
img_womens_athletic_shoes_790.jpg,img_womens_flats_105.jpg,img_womens_flats_37.jpg,img_womens_athletic_shoes_790.jpg,img_womens_athletic_shoes_790.jpg,img_womens_high_heels_1471.jpg,img_womens_pumps_545.jpg,img_womens_high_heels_1032.jpg,img_womens_high_heels_1032.jpg,img_womens_pumps_637.jpg,img_womens_flats_109.jpg,img_womens_flats_820.jpg,img_womens_flats_835.jpg,img_womens_wedding_shoes_20.jpg,img_womens_flats_679.jpg,3EHVO81VOK5QR1X9R5BVYR924RZ1HE,False,False,True,False,False,False,False,False,False,False,False,False,False,False
img_womens_athletic_shoes_1148.jpg,img_womens_athletic_shoes_917.jpg,img_womens_athletic_shoes_811.jpg,img_womens_sneakers_28.jpg,img_womens_high_heels_1471.jpg,img_womens_pumps_545.jpg,img_womens_high_heels_1032.jpg,img_womens_pumps_676.jpg,img_womens_athletic_shoes_895.jpg,img_womens_rain_boots_770.jpg,img_womens_sneakers_478.jpg,img_womens_pumps_301.jpg,img_womens_boots_928.jpg,img_womens_boots_1528.jpg,img_womens_flats_318.jpg,3R6RZGK0YUWSZ83W8JZ8RFBLJRIVYV,True,False,False,False,False,False,False,False,False,False,False,False,False,False
img_womens_clogs_979.jpg,img_womens_sneakers_1127.jpg,img_womens_clogs_1058.jpg,img_womens_clogs_1058.jpg,img_womens_sneakers_387.jpg,img_womens_high_heels_1471.jpg,img_womens_pumps_545.jpg,img_womens_high_heels_1032.jpg,img_womens_high_heels_1032.jpg,img_womens_pumps_637.jpg,img_womens_clogs_1337.jpg,img_womens_clogs_596.jpg,img_womens_flats_835.jpg,img_womens_wedding_shoes_20.jpg,img_womens_flats_679.jpg,39RRBHZ0B9LS4YD1451R5MKNPLMVZM,False,False,False,False,False,False,False,False,False,False,False,False,False,False
img_womens_stiletto_374.jpg,img_womens_rain_boots_53.jpg,img_womens_stiletto_380.jpg,img_womens_athletic_shoes_292.jpg,img_womens_high_heels_1471.jpg,img_womens_flats_835.jpg,img_womens_flats_835.jpg,img_womens_high_heels_684.jpg,img_womens_high_heels_645.jpg,img_womens_stiletto_164.jpg,img_womens_stiletto_785.jpg,img_womens_stiletto_375.jpg,img_womens_high_heels_1032.jpg,img_womens_sneakers_1127.jpg,img_womens_stiletto_1471.jpg,32PT7WK7E1Z5PO6MSD6OVZ91AJK3DZ,False,False,True,False,False,False,False,True,False,False,False,False,True,False
img_womens_high_heels_1074.jpg,img_womens_wedding_shoes_130.jpg,img_womens_high_heels_875.jpg,img_womens_stiletto_1661.jpg,img_womens_high_heels_925.jpg,img_womens_pumps_637.jpg,img_womens_stiletto_918.jpg,img_womens_high_heels_650.jpg,img_womens_wedding_shoes_808.jpg,img_womens_wedding_shoes_839.jpg,img_womens_wedding_shoes_961.jpg,img_womens_pumps_301.jpg,img_womens_boots_928.jpg,img_womens_boots_1528.jpg,img_womens_flats_318.jpg,3VP28W7DV24381RB4QWNN0H11RZFZJ,False,False,False,False,False,False,True,True,False,False,False,False,False,False
img_womens_boots_795.jpg,img_womens_boots_413.jpg,img_womens_clogs_688.jpg,img_womens_clogs_824.jpg,img_womens_high_heels_1471.jpg,img_womens_high_heels_925.jpg,img_womens_pumps_545.jpg,img_womens_pumps_637.jpg,img_womens_pumps_1503.jpg,img_womens_clogs_1288.jpg,img_womens_clogs_1287.jpg,img_womens_pumps_301.jpg,img_womens_flats_835.jpg,img_womens_flats_318.jpg,img_womens_wedding_shoes_20.jpg,3IH9TRB0GQJQNW8TXNTGY3AH44E1I7,True,False,False,False,False,False,False,False,False,False,False,False,False,False
img_womens_athletic_shoes_1094.jpg,img_womens_athletic_shoes_827.jpg,img_womens_sneakers_511.jpg,img_womens_athletic_shoes_751.jpg,img_womens_high_heels_1471.jpg,img_womens_pumps_545.jpg,img_womens_high_heels_1032.jpg,img_womens_pumps_637.jpg,img_womens_athletic_shoes_895.jpg,img_womens_sneakers_539.jpg,img_womens_athletic_shoes_404.jpg,img_womens_pumps_301.jpg,img_womens_flats_318.jpg,img_womens_flats_835.jpg,img_womens_wedding_shoes_652.jpg,3B286OTITT1ICV5ZBO79L5IKLD9AJG,False,False,True,False,False,False,False,False,False,False,False,False,False,False
img_womens_clogs_176.jpg,img_womens_clogs_742.jpg,img_womens_clogs_266.jpg,img_womens_clogs_267.jpg,img_womens_high_heels_1471.jpg,img_womens_pumps_545.jpg,img_womens_high_heels_1032.jpg,img_womens_high_heels_1032.jpg,img_womens_flats_835.jpg,img_womens_flats_835.jpg,img_womens_clogs_1168.jpg,img_womens_clogs_1325.jpg,img_womens_clogs_1034.jpg,img_womens_wedding_shoes_20.jpg,img_womens_flats_679.jpg,3V8JSVE8ZDABXXHADTAYRBNZJWFYES,True,True,False,False,False,False,False,False,False,True,True,False,False,False
img_womens_high_heels_1374.jpg,img_womens_sneakers_593.jpg,img_womens_athletic_shoes_262.jpg,img_womens_wedding_shoes_67.jpg,img_womens_high_heels_925.jpg,img_womens_pumps_637.jpg,img_womens_pumps_545.jpg,img_womens_stiletto_918.jpg,img_womens_wedding_shoes_560.jpg,img_womens_flats_1509.jpg,img_womens_high_heels_227.jpg,img_womens_pumps_301.jpg,img_womens_flats_318.jpg,img_womens_boots_928.jpg,img_womens_boots_1528.jpg,3EPG8DX9MZAHS0WGB5LCAQOA2YE5P5,False,False,False,False,False,False,True,False,False,True,False,False,False,False
img_womens_athletic_shoes_540.jpg,img_womens_flats_68.jpg,img_womens_flats_1077.jpg,img_womens_rain_boots_341.jpg,img_womens_high_heels_1471.jpg,img_womens_pumps_545.jpg,img_womens_high_heels_1032.jpg,img_womens_pumps_676.jpg,img_womens_flats_1357.jpg,img_womens_wedding_shoes_840.jpg,img_womens_flats_1472.jpg,img_womens_pumps_301.jpg,img_womens_flats_318.jpg,img_womens_flats_835.jpg,img_womens_high_heels_197.jpg,3N7PQ0KLJK9AHUKMO8H81HRMAVL3ES,False,False,False,False,False,False,False,False,False,False,False,False,False,False
img_womens_wedding_shoes_540.jpg,img_womens_wedding_shoes_986.jpg,img_womens_wedding_shoes_1064.jpg,img_womens_wedding_shoes_901.jpg,img_womens_high_heels_925.jpg,img_womens_stiletto_918.jpg,img_womens_pumps_637.jpg,img_womens_high_heels_298.jpg,img_womens_wedding_shoes_551.jpg,img_womens_pumps_1596.jpg,img_womens_stiletto_1438.jpg,img_womens_pumps_301.jpg,img_womens_flats_835.jpg,img_womens_flats_318.jpg,img_womens_high_heels_197.jpg,3UYRNV2KJ8J0CX35TOFNILT649E8NE,False,True,True,False,False,False,False,False,False,False,False,False,False,False
img_womens_rain_boots_1031.jpg,img_womens_rain_boots_292.jpg,img_womens_rain_boots_288.jpg,img_womens_clogs_517.jpg,img_womens_high_heels_1471.jpg,img_womens_pumps_545.jpg,img_womens_high_heels_925.jpg,img_womens_pumps_637.jpg,img_womens_rain_boots_743.jpg,img_womens_rain_boots_509.jpg,img_womens_rain_boots_537.jpg,img_womens_flats_835.jpg,img_womens_pumps_301.jpg,img_womens_wedding_shoes_20.jpg,img_womens_flats_318.jpg,3ZQX1VYFUSPIUI3HU3F0XATBUJJ8OT,False,False,False,False,False,False,True,True,True,False,False,False,False,False
img_womens_wedding_shoes_723.jpg,img_womens_wedding_shoes_1065.jpg,img_womens_wedding_shoes_645.jpg,img_womens_high_heels_101.jpg,img_womens_high_heels_925.jpg,img_womens_pumps_637.jpg,img_womens_pumps_545.jpg,img_womens_high_heels_1471.jpg,img_womens_wedding_shoes_856.jpg,img_womens_wedding_shoes_935.jpg,img_womens_wedding_shoes_749.jpg,img_womens_boots_928.jpg,img_womens_pumps_301.jpg,img_womens_boots_1528.jpg,img_womens_flats_318.jpg,3YGE63DIONH8H27GQLTVLP0FEN5W05,False,False,True,False,False,True,False,False,False,False,False,False,False,False
img_womens_athletic_shoes_1518.jpg,img_womens_athletic_shoes_746.jpg,img_womens_athletic_shoes_1013.jpg,img_womens_athletic_shoes_1014.jpg,img_womens_high_heels_1471.jpg,img_womens_pumps_545.jpg,img_womens_flats_835.jpg,img_womens_boots_1588.jpg,img_womens_sneakers_601.jpg,img_womens_athletic_shoes_1331.jpg,img_womens_rain_boots_725.jpg,img_womens_pumps_301.jpg,img_womens_flats_318.jpg,img_womens_wedding_shoes_652.jpg,img_womens_high_heels_197.jpg,3D42WVSDINF33BH684U49T8ZVXUYFA,True,True,True,False,False,False,False,True,True,False,False,False,False,False
img_womens_sneakers_740.jpg,img_womens_sneakers_754.jpg,img_womens_sneakers_750.jpg,img_womens_sneakers_831.jpg,img_womens_sneakers_831.jpg,img_womens_high_heels_1471.jpg,img_womens_pumps_545.jpg,img_womens_high_heels_925.jpg,img_womens_pumps_637.jpg,img_womens_sneakers_599.jpg,img_womens_high_heels_1182.jpg,img_womens_pumps_301.jpg,img_womens_flats_318.jpg,img_womens_wedding_shoes_652.jpg,img_womens_high_heels_197.jpg,3RWB1RTQEY70FIFI93SFMAY14OF8PA,True,True,True,False,False,False,False,False,False,False,False,False,False,False
img_womens_clogs_484.jpg,img_womens_flats_834.jpg,img_womens_flats_834.jpg,img_womens_clogs_1160.jpg,img_womens_clogs_1508.jpg,img_womens_high_heels_1471.jpg,img_womens_flats_835.jpg,img_womens_flats_835.jpg,img_womens_pumps_545.jpg,img_womens_boots_1588.jpg,img_womens_clogs_673.jpg,img_womens_clogs_1168.jpg,img_womens_high_heels_1032.jpg,img_womens_wedding_shoes_20.jpg,img_womens_sneakers_1127.jpg,3WRBLBQ2H6SCKGHGBGPDZMERKZGG0R,False,True,True,False,False,False,False,False,True,False,False,True,False,False
img_womens_pumps_53.jpg,img_womens_stiletto_830.jpg,img_womens_high_heels_845.jpg,img_womens_stiletto_513.jpg,img_womens_high_heels_925.jpg,img_womens_pumps_637.jpg,img_womens_pumps_545.jpg,img_womens_high_heels_1471.jpg,img_womens_wedding_shoes_182.jpg,img_womens_high_heels_724.jpg,img_womens_boots_1051.jpg,img_womens_pumps_301.jpg,img_womens_flats_318.jpg,img_womens_wedding_shoes_652.jpg,img_womens_high_heels_114.jpg,3K3G488TSHS2SCXVBI01AVEK7U05QW,False,True,False,False,False,False,True,False,False,False,False,False,True,False
img_womens_high_heels_1534.jpg,img_womens_wedding_shoes_846.jpg,img_womens_wedding_shoes_142.jpg,img_womens_wedding_shoes_194.jpg,img_womens_high_heels_1471.jpg,img_womens_pumps_545.jpg,img_womens_high_heels_925.jpg,img_womens_pumps_637.jpg,img_womens_stiletto_1484.jpg,img_womens_high_heels_227.jpg,img_womens_wedding_shoes_673.jpg,img_womens_pumps_301.jpg,img_womens_boots_928.jpg,img_womens_boots_1528.jpg,img_womens_flats_318.jpg,3538U0YQ2UE2N8KIJJ1EJZCMMW03FA,True,False,True,False,False,False,False,False,False,False,False,False,False,False
img_womens_clogs_1370.jpg,img_womens_stiletto_526.jpg,img_womens_pumps_916.jpg,img_womens_pumps_915.jpg,img_womens_high_heels_1471.jpg,img_womens_boots_1111.jpg,img_womens_high_heels_645.jpg,img_womens_rain_boots_298.jpg,img_womens_clogs_1649.jpg,img_womens_clogs_235.jpg,img_womens_clogs_928.jpg,img_womens_flats_835.jpg,img_womens_wedding_shoes_20.jpg,img_womens_flats_679.jpg,img_womens_high_heels_1032.jpg,3XABXM4AKGPLFUGX9G74MFOB9K18Q1,False,False,False,False,False,False,False,False,False,False,True,True,False,False
img_womens_boots_1343.jpg,img_womens_boots_967.jpg,img_womens_boots_908.jpg,img_womens_high_heels_1471.jpg,img_womens_high_heels_925.jpg,img_womens_stiletto_918.jpg,img_womens_pumps_637.jpg,img_womens_high_heels_298.jpg,img_womens_boots_928.jpg,img_womens_boots_928.jpg,img_womens_boots_1532.jpg,img_womens_boots_799.jpg,img_womens_pumps_301.jpg,img_womens_flats_318.jpg,img_womens_boots_1528.jpg,3IVEC1GSM4JMI7SZF5EGA4PHHJ31JJ,False,False,False,False,False,False,False,False,False,False,True,False,False,False
img_womens_flats_390.jpg,img_womens_flats_859.jpg,img_womens_flats_521.jpg,img_womens_flats_1277.jpg,img_womens_high_heels_1471.jpg,img_womens_flats_835.jpg,img_womens_flats_835.jpg,img_womens_high_heels_645.jpg,img_womens_high_heels_684.jpg,img_womens_clogs_686.jpg,img_womens_clogs_568.jpg,img_womens_clogs_1318.jpg,img_womens_pumps_301.jpg,img_womens_wedding_shoes_20.jpg,img_womens_flats_679.jpg,39N6W9XWSS79HBD1JO0MRE8BWCUYG9,False,False,False,False,False,False,False,False,False,False,False,False,False,False
img_womens_stiletto_237.jpg,img_womens_stiletto_411.jpg,img_womens_stiletto_228.jpg,img_womens_stiletto_76.jpg,img_womens_high_heels_1471.jpg,img_womens_flats_835.jpg,img_womens_flats_835.jpg,img_womens_high_heels_684.jpg,img_womens_boots_1588.jpg,img_womens_stiletto_201.jpg,img_womens_stiletto_237.jpg,img_womens_high_heels_271.jpg,img_womens_high_heels_1032.jpg,img_womens_sneakers_1127.jpg,img_womens_stiletto_1471.jpg,31MCUE39CZ6818GDU37W1KCYNB03G9,True,True,True,False,False,False,False,False,True,True,False,False,False,False
